itemfield0,itemfield1,itemfield2,itemfield3,itemfield4,itemfield5,itemfield6,itemfield7,itemfield8,itemfield9,itemfield10,itemfield11,itemfield12,itemfield13,itemfield14,itemfield15,itemfield16,itemfield17,itemfield18,itemfield19,itemfield20,itemfield21,itemfield22,itemfield23,itemfield24,itemfield25,itemfield26,itemfield27,itemfield28,itemfield29,itemfield30,itemfield31,itemfield32,itemfield33,itemfield34,itemfield35,itemfield36
F00851,"How to do things with words","AUSTIN, J.L. ; edited by J.O. Urmson and Marina Sbisa'","Harbard University Press",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes appendix and index",NULL,NULL,"P 106 .A9",0-674-41152-8,"Cambridge, Mass.","168(1)p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00852,"The Gospel writings","WIJNGAARDS, John N.M.",Mayhew-McCrimmon,NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BS 2555 .2 .W54",0-85597-240-8,"Great Wakering, England","119p. : ill. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00853,"Seeds of contemplation","MERTON, Thomas","Burns, Oates & Washbourne",NULL,NULL,1957,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"First published 1949",NULL,NULL,"BQT 2579 .M4",NULL,London,"vii, 120p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00854,"The Divine pity","VANN, Gerald","Collins Fontana Books",NULL,NULL,1965,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"First published 1945",NULL,NULL,"BQT 1220 .V3",NULL,London,"191p. ; 18cm.","a study in the social implications of the beatitudes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00855,"Lift up your heart","SHEEN, Fulton J.","Burns, Oates & Washbourne",NULL,NULL,1962,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2578 .S5",NULL,London,"190p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00856,"The Art of teaching christian doctrine","HOFINGER, Johannes","University of Notre Dame Press",NULL,NULL,1957,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index",NULL,NULL,"BQT 3112 .H6",NULL,"Notre Dame, Indiana","290p. ; 19cm.","the good news and its proclamation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00857,"A PASTORAL GUIDE TO CANON LAW",NULL,"Gill & Macmillan",NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQV 214 .P3","7171-0859-7 OK 13-Nov-1997 RESP edited by George J. Dyer ; introduction by DenisO'Callaghan",Dublin,"viii, 181p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00858,"When the well runs dry","GREEN, Thomas H.","Ave Maria Press",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2257 .G7",0-87793-182-8,"Notre Dame, Indiana","175p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00859,"I DIRITUMANI NELLA CHIESA CATTOLICA",NULL,Claudiana,NULL,NULL,1981,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes",NULL,NULL,"BQT 3417 .D5",NULL,Torino,"153p. ; 20cm.","SEMINARIO DI STUDI DELLE COMUNITA' CRISTIANE DI BASE DEL PIEMONTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00860,"Come continaure a credere","MANCINI, Italo",Rusconi,NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 245 .M3",NULL,Milano,"435p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00861,"THE PROCESS AND EFFECTS OF MASS COMMUNICATION",NULL,"University of Illinois Press",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and indexes",NULL,NULL,"BQT 3603 .S38 ; HM 258 .S38",0-252-00197-4,Urbana,"ix, 997p. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00862,"The Age of reason","SARTRE, Jean-Paul","Vintage Books",NULL,NULL,1973,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"The Age of Reason, 1947 is Part 1 of the series Les Chemins de la liberte'  (The Roads to Freedom)",NULL,NULL,"PQ 2637 .A82",0-394-71838-0,"New York","397(2)p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00863,"Sexual dimensions of the Celibate Life","KRAFT, William","Gill and Macmillan",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQT 1932 .K7",7171-1002-8,Dublin,"x, 221p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00864,"The way to peace","TOPEL, L. John","Gill & Macmillan",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes and index",NULL,NULL,"BS 680 .F7 T66",7171-1088-5,Dublin,"viii, 199p. ; 23cm.","liberation through the Bible",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00865,"Christian child development","CULLY, Iris V.","Gill & Macmillan",NULL,NULL,1980,NEW,"Child psychology",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes and index",NULL,NULL,"BQT 2933 .C8 ; BF 721 .C8",7171-1049-4,Dublin,"x, 166p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00866,"Education toward adulthood","MORAN, Gabriel","Gill and Macmillan",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3143 .M6",7171-1066-4,Dublin,"151p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00867,"The Papacy in transition","GRANFIELD, Patrick","Gill & Macmillan",NULL,NULL,1981,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index",NULL,NULL,"BQX 304 .G7",7171-1102-4,Dublin,"xi,228p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00868,"Christian Zen","JOHNSTON, william","Gill & Macmillan",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BR 128 .B8 J6",0-7171-0967-4,Dublin,"x, 134p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00869,"Why I am not a Christian","RUSSELL, Bertrand","National Secular Society",NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 242 .R8",NULL,London,"12p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00870,"Paul and Peter","CRAGG, Kenneth","The Bible Reading Fellowship",NULL,NULL,1980,NEW,"Bible. N.T. Galatians. Criticism, interpretation",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BS 2685 .5 .C7",0-900164-52-2,England,"96p. ; 19cm.","meeting in Jerusalem",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00871,"On suffering","TEILHARD DE CHARDIN, Pierre",Collins,NULL,NULL,1975,NEW,"Suffering : Dogmatic theology",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 568 .T3 ; BQ 7477 .E5 ; BQT 2223 .T4",NULL,London,"120p. ; 15cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00872,"Teilhard de Chardin","TOWERS, Bernard","Lutterworth Press",NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"First published 1966",NULL,NULL,"B 2430 .T371 ; BQ 7477 .E37",0-7188-1059-7,London,"xi, 45p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00873,"Gruppi e parrocchia","FALLICO, Antonio","Editrice A.V.E.",NULL,NULL,1981,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography OK 8-Feb-1996 RESP presentazione di Mons. Gaetano Bonicelli, Vescovo di Albano e Presidente  del C.O.P.",NULL,NULL,"BQT 3325 .F3",NULL,Roma,"151p. ; 21cm.","quale rapporto",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00874,"Has sin changed?","FAGAN, Sean","Gill & Macmillan",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1803 .F3",7171-0921-6,Dublin,"210p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00875,"Journey for a soul","APPLETON, George","Collins Fount Paperbacks",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index ; First published 1974",NULL,NULL,"BQT 2512 .A6",0-00-623378-3,Glasgow,"247p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00876,"Buddhist ethics","SADDHATISSA, H.","Allen & Unwin",NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index",NULL,NULL,"BJ 1289 .S23",04-294065-6,London,"202p. ; 22cm.","essence of Buddhism",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00878,"Memories, dreams, reflections","JUNG, C.G.",Collins,NULL,NULL,1963,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes appendixex, glossary, bibliography and index OK 1-Nov-1996 RESP recorded and edited by Aniela Jafe' ; translated from the German by Richard and Clara Winston",NULL,NULL,"BF 109 .J8 A33",NULL,Glasgow,"448p. ; 4 leaves of plates ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00879,"The Undiscovered self","JUNG, C.G.","Routledge & Kegan Paul",NULL,NULL,1958,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BF 173 .J7253",0-7100-7799-8,London,"113p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00880,Album,"TEILHARD DE CHARDIN, Pierre",Collins,NULL,NULL,1966,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"B 2430 .T37 ; BQ 7477 .E37","0-00-242803-2 OK 22-Nov-1996 RESP preface by andre George ; designed and edited by Jeanne Mortier and Marie-Louise Aboux from  the  publications and letters of Pierre Teilhard De Chardin, and from papers  preserved at the Foundation Teilhard De Chardin.",London,"223p. ; ill., maps, ports, ; 28cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00881,"Science and Christ","TEILHARD DE CHARDIN, Pierre",Collins,NULL,NULL,1965,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index ; Original title: Science et Christ, Paris 1965",NULL,NULL,"B 2430 .T371 ; BQ 7477 .E37",NULL,London,"230p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00882,"The vision of the past","TEILHARD DE CHARDIN, Pierre",Collins,NULL,NULL,1966,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index ; Original title: La Vision du Passe', Paris 1957",NULL,NULL,"B 2430 .T371 ; BQ 7477 .E37",NULL,London,"285p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00883,"Toward the future","TEILHARD DE CHARDIN, Pierre",Collins,NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index ; Original title: Les directions de l'avenir.  Paris, 1973",NULL,NULL,"B 2430 .T371 ; BQ 7477 .E37",0-00-215468-4,London,"224p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00884,Teilhard,"LUKAS, Mary ; LUKAS, Ellen",Collins,NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes and index",NULL,NULL,"B 2430 .T374 L8 ; BQ 7477 .E37",0-00-211846-7,London,"350p. ; ill. ; 24cm.","a biography",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00885,"Activation of energy","TEILHARD DE CHARDIN, Pierre",Collins,NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index ; Original title: L'Activation de l'Energie, Paris 1963",NULL,NULL,"B 2430 .T371 ; BQ 7477 .E37",NULL,London,"416p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00886,"Seeking the Spirit","MAHONEY, John","Sheed & Ward",NULL,NULL,1981,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQT 1723 .M3",0-7220-7923-0,London,"256p. ; 22cm.","essays in moral and pastoral theology",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00887,"Il Salvatore e La Vergine-Madre",NULL,"Edizione Marianum",NULL,NULL,1981,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1002 .S3 ; BQT 688 .S3",NULL,Roma,"415p. ; 21cm.","la maternita salvifica di Maria e le cristologia contemporanee",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00888,"Gesu detto il Cristo","DUCI, Francesco",Dehoniane,NULL,NULL,1981,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 683 .D8",NULL,Bologna,"205p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00889,"The Expansion of God","HOWARD, Leslie G.","SCM Press",NULL,NULL,1981,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index",NULL,NULL,"BQT 3229 .H6 ; BQX 3082 .H6",334-00427-6,London,"ix, 452p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00890,"Faith meets faith","SHARPE, Eric J.","SCM Press",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes, appendix adn index",NULL,NULL,"BR 128 .H5 S45",334-00460-8,London,"xiv, 178p. ; 22cm.","some christian attitudes to Hinduism in the nineteenth and twentieth  centuries",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00891,"La Meravigliosa avventura della ""terza eta""","BENARY-ISBERT, Margot","Piero Gribaudi Editore",NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BF 724 .8 .B4",NULL,Torino,"181p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00892,"The Law and the cloud of unknowing","BALL, R.E.","Arthur H. Stockwell Ltd.",NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQ 7477 .E5 ; KD 532 .Z9 B3",0-7223-0916-3,"Elms Court","x, 153p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00893,"Nulla anteporre all'amore di Cristo","DE ROSA, Giuseppe","Editrice Ancora",NULL,NULL,1981,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2304 .D4",NULL,Milano,"181p. ; 19cm.","la vita religiosa in un mondo secolarizzato",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00894,"The prayer of faith","BOASE, Leonard","Darton, Longman & Todd",NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2245 .B6",0-232-51321-X,London,"126p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00895,"Lay spirituality","KELLY, Bernard J.","Sheed & Ward",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2271 .K4",0-7220-4812-2,London,"viii, 181p. ; 21cm.","its theory and practice",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00896,"Let me explain","TEILHARD DE CHARDIN, Pierre",Collins,NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index ; Original title: Je m'explique, Paris 1966",NULL,NULL,"B 2430 .T371 ; BQ 7477 .E37","00-215810-8 OK 22-Nov-1996 RESP texts selected and arranged by Jean-Pierre Demoulin ; translated by Rene' Hague and others",London,"192p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00897,"Four archetypes","JUNG, C.G.","Routledge & Kegan Paul",NULL,NULL,1972,NEW,Consciousness,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index",NULL,NULL,"BF 315 .J7713",0-7100-7297-X,London,"viii, 173p. ; 22cm.","mother, rebirth, spirit, trickster",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00898,Synchronicity,"JUNG, C.G.","Routledge & Kegan Paul",NULL,NULL,1972,NEW,"Psychic research",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BF 1031 .J8613",0-7100-7397-6,London,"(vii), 150p. ; 19cm.","an acausal connecting principle",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00899,"Tools for conviviality","ILLICH, Ivan",Collins,NULL,NULL,1973,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:36,NULL,NULL,NULL,NULL,"HC 59 .I36",NULL,Glasgow,"125p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00900,Jung,"STORR, Anthony",Collins,NULL,NULL,1973,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes biographical note, references and bibliography",NULL,NULL,"BF 173 .J85 S76",NULL,Glasgow,"122(6)p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00901,"Into the new age","VERNEY, Stephen",Collins,NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3325 .V4",NULL,London,"160p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00903,"Flying Saucers","JUNG, C.G.","Routledge & Kegan Paul.",NULL,NULL,1959,NEW,"Flying saucers ; Unidentified flying objects",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index. ; Translated from thew German by R.F.C. Hull.",NULL,NULL,"TL 789 .J813",0-7100-8696-2,London.,"xiv, 184p. ; four plates ; ill. ; 21.5cm","a modern myth of things seen in the skies.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00904,"Silent music","JOHNSTON, William",Collins,NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes glossary, bibliography and index",NULL,NULL,"BQT 2264 .J6",NULL,London,"190p. ; 20cm.","the science of meditation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00905,"The tao of physics","CAPRA, Fritjof",Collins,NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes notes, bibliography and index.",NULL,NULL,"QC 6 .C277",NULL,Glasgow,"352p. : ill. ; 2 leaves of plates ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00906,"Societa civile e societa religiosa di fronte al Concordato","FUMAGALLI CARULLI, Ombretta","Vita e Pensiero",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQV 257 .F8",NULL,Milano,"xviii, 371p. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00907,"The uses of mass communications",NULL,"Sage Publications",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:36,NULL,NULL,NULL,NULL,"HM 258 .U73",0-8039-0340-5,"Beverley Hills","318p. ; ill. ; 24cm.","current perspectives on gratifications research",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00908,"POLITICAL COMMUNICATION",NULL,"Sage Publications",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes appendix, references and index",NULL,NULL,"JA 86 .P55",0-8039-0507-6,"Beverly Hills","319p. ; 22cm.","ISSUES AND STRATEGIES FOR RESEARCH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00909,"The living parish","CHAMPLIN, Joseph M.","Ave Maria Press",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3316 .C45",0-87793-129-1,"Notre Dame, Indiana","156p. ; 22cm.","a believing, caring, praying people",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00910,"To have or to be?","FROMM, Erich","Jonathan Cape",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography andindex",NULL,NULL,"BF 698 .F746",0-224-01420-X,London,"xxii, 215p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00911,"The Problems of theology","HEBBLEWAITE, Brian","Cambridge University Press",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index",NULL,NULL,"BQT 11 .H4",0-521-23104-3,Cambridge,"viii, 164p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00912,"La catechesi liturgica nel pensiero e nell'opera del cardinale Giacomo  Lercaro","MARZOLA, Italo","Lib. Edit. Vaticana",NULL,NULL,1980,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index and bibliography ; Thesis (S.Th.D.) - Pontificia Universitas Lateranensis",NULL,NULL,"BQT 4019 .L4 M3",NULL,Roma,"301p. ; 25cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00913,"On photography.","SONTAG, Susan.","Farrar, Straus & Giroux.",NULL,NULL,1973,NEW,Photography,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"TR 183. S65",NULL,"New York","207p. ; 21.5cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00914,"All things in Christ","FARICY, Robert",Collins,NULL,NULL,1981,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and notes",NULL,NULL,"BQ 7477 .E5 F3",NULL,London,"126p. ; 20cm.","Teilhard de Chardin's spirituality",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00915,"La Parola che ci fa chiesa","MARTINI, Carlo Maria",Dehoniane,NULL,NULL,1981,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3062 .M3",NULL,Bologna,"203 (3)p. ; 20cm.","lettere e discorsi alla diocesi (1980-1981)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00916,"Gioie della terza eta'","BERNAGE, Berthe","Cittadella Editrice",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: Savoir vieillir et sourire",NULL,NULL,"BQT 3669 .B4 ; BF 724 .8 .B4",NULL,Assisi,"129(2)p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00917,Escatologia,"RATZINGER, Joseph","Cittadella Editrice",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and appendix",NULL,NULL,"BQT 1455 .R3",NULL,Assisi,"261(2)p. ; 19cm.","morte e vita eterna",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
